Code;Municipality;RegionType;Installations;Power
BU09070100;Gennep;Buurt;103;396
BU09070108;Gennep;Buurt;15;91
BU09070109;Gennep;Buurt;14;72
WK090702;Gennep;Wijk;63;307
BU09070200;Gennep;Buurt;49;235
BU09070209;Gennep;Buurt;14;72
WK090703;Gennep;Wijk;637;2160
BU09070300;Gennep;Buurt;28;82
BU09070301;Gennep;Buurt;68;347
BU09070302;Gennep;Buurt;189;649
BU09070303;Gennep;Buurt;349;1060
BU09070309;Gennep;Buurt;3;22
WK090704;Gennep;Wijk;132;620
BU09070400;Gennep;Buurt;108;490
BU09070408;Gennep;Buurt;8;57
BU09070409;Gennep;Buurt;16;72
GM0784;Gilze en Rijen;Gemeente;1538;6257
WK078400;Gilze en Rijen;Wijk;946;3610
BU07840000;Gilze en Rijen;Buurt;898;3389
BU07840007;Gilze en Rijen;Buurt;36;90
BU07840009;Gilze en Rijen;Buurt;12;131
WK078401;Gilze en Rijen;Wijk;482;2104
BU07840100;Gilze en Rijen;Buurt;397;1538
BU07840107;Gilze en Rijen;Buurt;5;29
BU07840109;Gilze en Rijen;Buurt;80;537
WK078402;Gilze en Rijen;Wijk;77;396
BU07840200;Gilze en Rijen;Buurt;61;272
BU07840209;Gilze en Rijen;Buurt;16;124
WK078403;Gilze en Rijen;Wijk;33;147
BU07840300;Gilze en Rijen;Buurt;11;44
BU07840309;Gilze en Rijen;Buurt;22;104
GM1924;Goeree-Overflakkee;Gemeente;4309;13605
WK192400;Goeree-Overflakkee;Wijk;184;656
BU19240001;Goeree-Overflakkee;Buurt;132;435
BU19240002;Goeree-Overflakkee;Buurt;26;98
BU19240003;Goeree-Overflakkee;Buurt;26;122
WK192401;Goeree-Overflakkee;Wijk;579;2284
BU19240101;Goeree-Overflakkee;Buurt;122;389
BU19240102;Goeree-Overflakkee;Buurt;136;667
BU19240103;Goeree-Overflakkee;Buurt;112;396
BU19240104;Goeree-Overflakkee;Buurt;9;35
BU19240105;Goeree-Overflakkee;Buurt;58;174
BU19240106;Goeree-Overflakkee;Buurt;;
BU19240107;Goeree-Overflakkee;Buurt;;
BU19240108;Goeree-Overflakkee;Buurt;9;28
BU19240109;Goeree-Overflakkee;Buurt;133;595
WK192402;Goeree-Overflakkee;Wijk;310;933
BU19240201;Goeree-Overflakkee;Buurt;98;315
BU19240202;Goeree-Overflakkee;Buurt;206;586
BU19240203;Goeree-Overflakkee;Buurt;;
BU19240204;Goeree-Overflakkee;Buurt;;
BU19240205;Goeree-Overflakkee;Buurt;;
WK192403;Goeree-Overflakkee;Wijk;701;1708
BU19240301;Goeree-Overflakkee;Buurt;125;314
BU19240302;Goeree-Overflakkee;Buurt;69;222
BU19240303;Goeree-Overflakkee;Buurt;180;416
BU19240304;Goeree-Overflakkee;Buurt;310;680
BU19240305;Goeree-Overflakkee;Buurt;4;17
BU19240306;Goeree-Overflakkee;Buurt;9;29
BU19240307;Goeree-Overflakkee;Buurt;4;30
WK192404;Goeree-Overflakkee;Wijk;195;728
BU19240401;Goeree-Overflakkee;Buurt;180;547
BU19240402;Goeree-Overflakkee;Buurt;;
BU19240403;Goeree-Overflakkee;Buurt;15;181
WK192405;Goeree-Overflakkee;Wijk;193;568
BU19240501;Goeree-Overflakkee;Buurt;176;505
BU19240502;Goeree-Overflakkee;Buurt;17;63
WK192406;Goeree-Overflakkee;Wijk;484;1300
BU19240601;Goeree-Overflakkee;Buurt;182;425
BU19240602;Goeree-Overflakkee;Buurt;122;355
BU19240603;Goeree-Overflakkee;Buurt;148;319
BU19240604;Goeree-Overflakkee;Buurt;;
BU19240605;Goeree-Overflakkee;Buurt;;
BU19240606;Goeree-Overflakkee;Buurt;24;132
WK192407;Goeree-Overflakkee;Wijk;465;1555
BU19240701;Goeree-Overflakkee;Buurt;140;394
BU19240702;Goeree-Overflakkee;Buurt;92;294
BU19240703;Goeree-Overflakkee;Buurt;164;507
BU19240704;Goeree-Overflakkee;Buurt;36;149
BU19240705;Goeree-Overflakkee;Buurt;33;210
WK192408;Goeree-Overflakkee;Wijk;165;625
BU19240801;Goeree-Overflakkee;Buurt;137;457
BU19240802;Goeree-Overflakkee;Buurt;28;168
WK192409;Goeree-Overflakkee;Wijk;63;316
BU19240901;Goeree-Overflakkee;Buurt;49;206
BU19240902;Goeree-Overflakkee;Buurt;;
BU19240903;Goeree-Overflakkee;Buurt;;
WK192410;Goeree-Overflakkee;Wijk;367;1246
BU19241001;Goeree-Overflakkee;Buurt;27;88
BU19241002;Goeree-Overflakkee;Buurt;45;174
BU19241003;Goeree-Overflakkee;Buurt;99;316
BU19241004;Goeree-Overflakkee;Buurt;65;194
BU19241005;Goeree-Overflakkee;Buurt;111;346
BU19241006;Goeree-Overflakkee;Buurt;20;129
WK192411;Goeree-Overflakkee;Wijk;252;729
BU19241101;Goeree-Overflakkee;Buurt;238;666
BU19241102;Goeree-Overflakkee;Buurt;3;7
BU19241103;Goeree-Overflakkee;Buurt;11;56
WK192412;Goeree-Overflakkee;Wijk;251;611
BU19241201;Goeree-Overflakkee;Buurt;243;559
BU19241202;Goeree-Overflakkee;Buurt;8;52
WK192413;Goeree-Overflakkee;Wijk;100;346
BU19241301;Goeree-Overflakkee;Buurt;69;173
BU19241302;Goeree-Overflakkee;Buurt;31;173
GM0664;Goes;Gemeente;3942;11282
WK066401;Goes;Wijk;2747;7615
BU06640101;Goes;Buurt;94;160
BU06640102;Goes;Buurt;321;799
BU06640103;Goes;Buurt;424;912
BU06640104;Goes;Buurt;202;594
BU06640105;Goes;Buurt;762;1595
BU06640106;Goes;Buurt;192;564
BU06640107;Goes;Buurt;7;151
BU06640108;Goes;Buurt;80;293
BU06640109;Goes;Buurt;133;572
BU06640110;Goes;Buurt;320;1235
BU06640111;Goes;Buurt;212;741
WK066402;Goes;Wijk;109;291
BU06640220;Goes;Buurt;106;282
BU06640229;Goes;Buurt;3;9
WK066403;Goes;Wijk;409;1218
BU06640330;Goes;Buurt;171;436
BU06640331;Goes;Buurt;223;698
BU06640338;Goes;Buurt;11;65
BU06640339;Goes;Buurt;4;20
WK066404;Goes;Wijk;73;296
BU06640440;Goes;Buurt;53;151
BU06640449;Goes;Buurt;20;145
WK066405;Goes;Wijk;165;482
BU06640550;Goes;Buurt;151;436
BU06640551;Goes;Buurt;10;28
BU06640559;Goes;Buurt;4;18
WK066406;Goes;Wijk;38;129
BU06640660;Goes;Buurt;38;129
WK066407;Goes;Wijk;157;493
BU06640770;Goes;Buurt;147;445
BU06640778;Goes;Buurt;4;14
BU06640779;Goes;Buurt;6;35
WK066408;Goes;Wijk;212;663
BU06640880;Goes;Buurt;160;450
BU06640889;Goes;Buurt;52;214
WK066409;Goes;Wijk;32;94
BU06640990;Goes;Buurt;32;94
GM0785;Goirle;Gemeente;1320;5165
WK078501;Goirle;Wijk;70;205
BU07850101;Goirle;Buurt;70;205
WK078502;Goirle;Wijk;103;378
BU07850202;Goirle;Buurt;103;378
WK078503;Goirle;Wijk;98;405
BU07850303;Goirle;Buurt;86;345
BU07850304;Goirle;Buurt;12;60
WK078504;Goirle;Wijk;58;251
BU07850405;Goirle;Buurt;36;136
BU07850406;Goirle;Buurt;22;115
WK078505;Goirle;Wijk;47;157
BU07850507;Goirle;Buurt;47;157
WK078506;Goirle;Wijk;94;377
BU07850608;Goirle;Buurt;94;377
WK078507;Goirle;Wijk;91;401
BU07850709;Goirle;Buurt;59;275
BU07850710;Goirle;Buurt;32;126
WK078508;Goirle;Wijk;228;771
BU07850811;Goirle;Buurt;3;15
BU07850812;Goirle;Buurt;185;517
BU07850813;Goirle;Buurt;40;238
WK078509;Goirle;Wijk;207;744
BU07850914;Goirle;Buurt;45;149
BU07850915;Goirle;Buurt;47;162
BU07850916;Goirle;Buurt;20;85
BU07850917;Goirle;Buurt;40;155
BU07850918;Goirle;Buurt;55;193
WK078510;Goirle;Wijk;44;162
BU07851019;Goirle;Buurt;44;162
WK078511;Goirle;Wijk;67;431
BU07851120;Goirle;Buurt;16;59
BU07851121;Goirle;Buurt;29;101
BU07851122;Goirle;Buurt;22;271
WK078512;Goirle;Wijk;;
BU07851223;Goirle;Buurt;;
WK078513;Goirle;Wijk;6;32
BU07851324;Goirle;Buurt;3;22
BU07851325;Goirle;Buurt;3;11
WK078514;Goirle;Wijk;8;73
BU07851426;Goirle;Buurt;8;73
WK078520;Goirle;Wijk;173;686
BU07852027;Goirle;Buurt;154;586
BU07852028;Goirle;Buurt;19;100
WK078521;Goirle;Wijk;17;40
BU07852129;Goirle;Buurt;17;40
WK078522;Goirle;Wijk;;
BU07852230;Goirle;Buurt;;
WK078523;Goirle;Wijk;9;53
BU07852331;Goirle;Buurt;9;53
GM1942;Gooise Meren;Gemeente;1666;5049
WK194200;Gooise Meren;Wijk;220;599
BU19420000;Gooise Meren;Buurt;14;45
BU19420001;Gooise Meren;Buurt;24;59
BU19420002;Gooise Meren;Buurt;26;81
BU19420003;Gooise Meren;Buurt;31;84
BU19420004;Gooise Meren;Buurt;21;51
BU19420005;Gooise Meren;Buurt;16;48
BU19420006;Gooise Meren;Buurt;26;92
BU19420007;Gooise Meren;Buurt;45;88
BU19420008;Gooise Meren;Buurt;17;50
WK194201;Gooise Meren;Wijk;81;215
BU19420100;Gooise Meren;Buurt;18;63
BU19420101;Gooise Meren;Buurt;28;63
BU19420102;Gooise Meren;Buurt;24;55
BU19420103;Gooise Meren;Buurt;7;19
BU19420104;Gooise Meren;Buurt;4;14
WK194202;Gooise Meren;Wijk;414;1144
BU19420200;Gooise Meren;Buurt;;
BU19420201;Gooise Meren;Buurt;36;115
BU19420202;Gooise Meren;Buurt;8;28
BU19420203;Gooise Meren;Buurt;21;67
BU19420204;Gooise Meren;Buurt;33;94
BU19420205;Gooise Meren;Buurt;48;162
BU19420206;Gooise Meren;Buurt;68;201
BU19420207;Gooise Meren;Buurt;61;145
BU19420208;Gooise Meren;Buurt;60;149
BU19420209;Gooise Meren;Buurt;79;181
WK194203;Gooise Meren;Wijk;98;324
BU19420300;Gooise Meren;Buurt;7;23
BU19420301;Gooise Meren;Buurt;3;14
BU19420302;Gooise Meren;Buurt;9;29
BU19420303;Gooise Meren;Buurt;12;43
BU19420304;Gooise Meren;Buurt;19;89
BU19420305;Gooise Meren;Buurt;17;45
BU19420306;Gooise Meren;Buurt;31;81
WK194204;Gooise Meren;Wijk;418;1289
BU19420400;Gooise Meren;Buurt;17;43
BU19420401;Gooise Meren;Buurt;133;351
BU19420402;Gooise Meren;Buurt;128;431
BU19420403;Gooise Meren;Buurt;47;135
BU19420404;Gooise Meren;Buurt;74;217
BU19420408;Gooise Meren;Buurt;8;39
BU19420409;Gooise Meren;Buurt;;
BU19420410;Gooise Meren;Buurt;11;73
WK194205;Gooise Meren;Wijk;435;1479
BU19420501;Gooise Meren;Buurt;12;28
BU19420502;Gooise Meren;Buurt;72;215
BU19420503;Gooise Meren;Buurt;24;125
BU19420504;Gooise Meren;Buurt;;
BU19420506;Gooise Meren;Buurt;27;99
BU19420507;Gooise Meren;Buurt;30;82
BU19420508;Gooise Meren;Buurt;75;230
BU19420509;Gooise Meren;Buurt;51;217
BU19420510;Gooise Meren;Buurt;52;216
BU19420511;Gooise Meren;Buurt;4;20
BU19420512;Gooise Meren;Buurt;9;26
BU19420513;Gooise Meren;Buurt;;
BU19420515;Gooise Meren;Buurt;;
BU19420555;Gooise Meren;Buurt;;
BU19420565;Gooise Meren;Buurt;24;58
BU19420575;Gooise Meren;Buurt;13;35
BU19420585;Gooise Meren;Buurt;37;101
GM0512;Gorinchem;Gemeente;1290;3926
WK051201;Gorinchem;Wijk;60;164
BU05120101;Gorinchem;Buurt;23;67
BU05120102;Gorinchem;Buurt;37;97
WK051202;Gorinchem;Wijk;124;422
BU05120200;Gorinchem;Buurt;124;422
WK051203;Gorinchem;Wijk;47;144
BU05120300;Gorinchem;Buurt;47;144
WK051204;Gorinchem;Wijk;137;352
BU05120403;Gorinchem;Buurt;49;160
BU05120404;Gorinchem;Buurt;88;192
WK051205;Gorinchem;Wijk;136;324
BU05120500;Gorinchem;Buurt;136;324
WK051206;Gorinchem;Wijk;25;73
BU05120600;Gorinchem;Buurt;25;73
WK051207;Gorinchem;Wijk;26;60
BU05120700;Gorinchem;Buurt;26;60
WK051208;Gorinchem;Wijk;;
BU05120800;Gorinchem;Buurt;;
WK051209;Gorinchem;Wijk;;
BU05120900;Gorinchem;Buurt;;
WK051210;Gorinchem;Wijk;;
BU05121000;Gorinchem;Buurt;;
WK051211;Gorinchem;Wijk;406;1284
BU05121105;Gorinchem;Buurt;93;320
BU05121106;Gorinchem;Buurt;123;363
BU05121107;Gorinchem;Buurt;128;395
BU05121108;Gorinchem;Buurt;62;205
WK051212;Gorinchem;Wijk;47;164
BU05121200;Gorinchem;Buurt;47;164
WK051213;Gorinchem;Wijk;243;774
BU05121300;Gorinchem;Buurt;243;774
WK051214;Gorinchem;Wijk;4;40
BU05121409;Gorinchem;Buurt;;
BU05121410;Gorinchem;Buurt;;
BU05121411;Gorinchem;Buurt;;
WK051215;Gorinchem;Wijk;7;26
BU05121500;Gorinchem;Buurt;7;26
WK051216;Gorinchem;Wijk;15;47
BU05121600;Gorinchem;Buurt;15;47
WK051217;Gorinchem;Wijk;4;13
BU05121700;Gorinchem;Buurt;4;13
WK051218;Gorinchem;Wijk;5;19
BU05121800;Gorinchem;Buurt;5;19
WK051219;Gorinchem;Wijk;;
BU05121900;Gorinchem;Buurt;;
WK051220;Gorinchem;Wijk;;
BU05122000;Gorinchem;Buurt;;
WK051221;Gorinchem;Wijk;;
BU05122100;Gorinchem;Buurt;;
GM0513;Gouda;Gemeente;3234;8630
WK051301;Gouda;Wijk;148;383
BU05130100;Gouda;Buurt;13;39
BU05130101;Gouda;Buurt;19;70
BU05130102;Gouda;Buurt;24;59
BU05130103;Gouda;Buurt;33;73
BU05130104;Gouda;Buurt;59;142
BU05130105;Gouda;Buurt;;
WK051302;Gouda;Wijk;234;573
BU05130200;Gouda;Buurt;121;298
BU05130201;Gouda;Buurt;102;246
BU05130202;Gouda;Buurt;;
BU05130203;Gouda;Buurt;;
BU05130204;Gouda;Buurt;;
WK051303;Gouda;Wijk;522;1405
BU05130300;Gouda;Buurt;26;61
BU05130301;Gouda;Buurt;279;686
BU05130302;Gouda;Buurt;131;333
BU05130303;Gouda;Buurt;6;23
BU05130304;Gouda;Buurt;4;13
BU05130305;Gouda;Buurt;76;289
WK051304;Gouda;Wijk;762;2143
BU05130400;Gouda;Buurt;10;32
BU05130401;Gouda;Buurt;159;401
BU05130402;Gouda;Buurt;81;229
BU05130403;Gouda;Buurt;124;347
BU05130404;Gouda;Buurt;159;490
BU05130405;Gouda;Buurt;8;35
BU05130406;Gouda;Buurt;134;367
BU05130407;Gouda;Buurt;87;243
WK051305;Gouda;Wijk;483;1206
BU05130500;Gouda;Buurt;81;236
BU05130501;Gouda;Buurt;6;13
BU05130502;Gouda;Buurt;40;116
BU05130503;Gouda;Buurt;12;25
BU05130504;Gouda;Buurt;171;454
BU05130505;Gouda;Buurt;173;363
BU05130509;Gouda;Buurt;;
WK051306;Gouda;Wijk;299;753
BU05130600;Gouda;Buurt;29;76
BU05130601;Gouda;Buurt;41;124
BU05130602;Gouda;Buurt;35;122
BU05130603;Gouda;Buurt;56;133
BU05130604;Gouda;Buurt;138;298
WK051307;Gouda;Wijk;490;1388
BU05130700;Gouda;Buurt;31;124
BU05130701;Gouda;Buurt;149;386
BU05130702;Gouda;Buurt;117;317
BU05130703;Gouda;Buurt;73;205
BU05130704;Gouda;Buurt;78;232
BU05130705;Gouda;Buurt;42;124
WK051308;Gouda;Wijk;32;145
BU05130800;Gouda;Buurt;26;121
BU05130809;Gouda;Buurt;6;24
WK051309;Gouda;Wijk;264;633
BU05130900;Gouda;Buurt;;
BU05130901;Gouda;Buurt;;
BU05130902;Gouda;Buurt;;
BU05130903;Gouda;Buurt;166;503
BU05130904;Gouda;Buurt;;
BU05130909;Gouda;Buurt;;
GM0786;Grave;Gemeente;757;3013
WK078605;Grave;Wijk;160;694
BU07860539;Grave;Buurt;110;471
BU07860540;Grave;Buurt;41;161
BU07860543;Grave;Buurt;9;61
WK078607;Grave;Wijk;76;367
BU07860736;Grave;Buurt;31;106
BU07860744;Grave;Buurt;;
BU07860750;Grave;Buurt;;
BU07860751;Grave;Buurt;15;85
BU07860752;Grave;Buurt;22;107
WK078608;Grave;Wijk;117;517
BU07860842;Grave;Buurt;28;177
BU07860848;Grave;Buurt;89;341
WK078613;Grave;Wijk;404;1435
BU07861337;Grave;Buurt;35;124
BU07861338;Grave;Buurt;90;330
BU07861341;Grave;Buurt;84;285
BU07861345;Grave;Buurt;42;150
BU07861346;Grave;Buurt;19;55
BU07861347;Grave;Buurt;;
BU07861349;Grave;Buurt;134;491
GM0518;'s-Gravenhage;Gemeente;9965;25690
WK051801;'s-Gravenhage;Wijk;;
BU05180170;'s-Gravenhage;Buurt;;
WK051802;'s-Gravenhage;Wijk;182;420
BU05180271;'s-Gravenhage;Buurt;182;420
WK051803;'s-Gravenhage;Wijk;55;191
BU05180373;'s-Gravenhage;Buurt;10;29
BU05180374;'s-Gravenhage;Buurt;45;161
WK051804;'s-Gravenhage;Wijk;318;965
BU05180448;'s-Gravenhage;Buurt;51;181
BU05180475;'s-Gravenhage;Buurt;21;51
BU05180476;'s-Gravenhage;Buurt;19;68
BU05180477;'s-Gravenhage;Buurt;147;448
BU05180478;'s-Gravenhage;Buurt;39;109
BU05180479;'s-Gravenhage;Buurt;41;107
WK051805;'s-Gravenhage;Wijk;98;283
BU05180546;'s-Gravenhage;Buurt;98;283
WK051806;'s-Gravenhage;Wijk;6;12
BU05180605;'s-Gravenhage;Buurt;6;12
WK051807;'s-Gravenhage;Wijk;310;715
BU05180701;'s-Gravenhage;Buurt;35;101
BU05180702;'s-Gravenhage;Buurt;120;238
BU05180703;'s-Gravenhage;Buurt;79;190
BU05180704;'s-Gravenhage;Buurt;53;126
BU05180772;'s-Gravenhage;Buurt;23;59
WK051808;'s-Gravenhage;Wijk;50;142
BU05180800;'s-Gravenhage;Buurt;50;142
WK051809;'s-Gravenhage;Wijk;520;1445
BU05180907;'s-Gravenhage;Buurt;426;1195
BU05180908;'s-Gravenhage;Buurt;94;250
WK051810;'s-Gravenhage;Wijk;;
BU05181041;'s-Gravenhage;Buurt;;
WK051811;'s-Gravenhage;Wijk;154;611
BU05181142;'s-Gravenhage;Buurt;35;296
BU05181143;'s-Gravenhage;Buurt;119;315
WK051812;'s-Gravenhage;Wijk;274;683
BU05181250;'s-Gravenhage;Buurt;100;239
BU05181251;'s-Gravenhage;Buurt;60;165
BU05181252;'s-Gravenhage;Buurt;114;279
WK051813;'s-Gravenhage;Wijk;221;530
BU05181309;'s-Gravenhage;Buurt;221;530
WK051814;'s-Gravenhage;Wijk;65;144
BU05181481;'s-Gravenhage;Buurt;;
BU05181492;'s-Gravenhage;Buurt;;
WK051815;'s-Gravenhage;Wijk;90;286
BU05181590;'s-Gravenhage;Buurt;24;58
BU05181591;'s-Gravenhage;Buurt;66;229
WK051816;'s-Gravenhage;Wijk;359;831
BU05181697;'s-Gravenhage;Buurt;359;831
WK051817;'s-Gravenhage;Wijk;497;1123
BU05181785;'s-Gravenhage;Buurt;;
BU05181786;'s-Gravenhage;Buurt;455;1027
BU05181795;'s-Gravenhage;Buurt;42;96
WK051818;'s-Gravenhage;Wijk;318;608
BU05181806;'s-Gravenhage;Buurt;13;59
BU05181840;'s-Gravenhage;Buurt;75;160
BU05181882;'s-Gravenhage;Buurt;62;80
BU05181893;'s-Gravenhage;Buurt;32;121
BU05181894;'s-Gravenhage;Buurt;136;187
WK051819;'s-Gravenhage;Wijk;186;414
BU05181953;'s-Gravenhage;Buurt;167;384
BU05181983;'s-Gravenhage;Buurt;19;30
WK051820;'s-Gravenhage;Wijk;233;580
BU05182054;'s-Gravenhage;Buurt;48;118
BU05182055;'s-Gravenhage;Buurt;185;462
WK051821;'s-Gravenhage;Wijk;221;634
BU05182110;'s-Gravenhage;Buurt;76;243
BU05182144;'s-Gravenhage;Buurt;145;390
WK051822;'s-Gravenhage;Wijk;85;203
BU05182245;'s-Gravenhage;Buurt;85;203
WK051823;'s-Gravenhage;Wijk;31;49
BU05182347;'s-Gravenhage;Buurt;31;49
WK051824;'s-Gravenhage;Wijk;;
BU05182449;'s-Gravenhage;Buurt;;
WK051825;'s-Gravenhage;Wijk;324;664
BU05182561;'s-Gravenhage;Buurt;172;303
BU05182567;'s-Gravenhage;Buurt;49;186
BU05182568;'s-Gravenhage;Buurt;10;24
BU05182569;'s-Gravenhage;Buurt;93;151
WK051826;'s-Gravenhage;Wijk;191;493
BU05182664;'s-Gravenhage;Buurt;16;41
BU05182665;'s-Gravenhage;Buurt;97;261
BU05182666;'s-Gravenhage;Buurt;78;191
WK051827;'s-Gravenhage;Wijk;176;396
BU05182718;'s-Gravenhage;Buurt;100;218
BU05182762;'s-Gravenhage;Buurt;;
BU05182763;'s-Gravenhage;Buurt;76;179
WK051828;'s-Gravenhage;Wijk;65;259
BU05182811;'s-Gravenhage;Buurt;15;87
BU05182812;'s-Gravenhage;Buurt;10;25
BU05182813;'s-Gravenhage;Buurt;5;59
BU05182814;'s-Gravenhage;Buurt;35;88
WK051829;'s-Gravenhage;Wijk;164;267
BU05182915;'s-Gravenhage;Buurt;108;122
BU05182916;'s-Gravenhage;Buurt;27;58
BU05182917;'s-Gravenhage;Buurt;29;87
WK051830;'s-Gravenhage;Wijk;37;148
BU05183032;'s-Gravenhage;Buurt;8;65
BU05183033;'s-Gravenhage;Buurt;7;24
BU05183034;'s-Gravenhage;Buurt;22;58
WK051831;'s-Gravenhage;Wijk;69;156
BU05183130;'s-Gravenhage;Buurt;38;89
BU05183131;'s-Gravenhage;Buurt;8;23
BU05183135;'s-Gravenhage;Buurt;23;44
WK051832;'s-Gravenhage;Wijk;158;528
BU05183284;'s-Gravenhage;Buurt;158;528
WK051833;'s-Gravenhage;Wijk;308;831
BU05183387;'s-Gravenhage;Buurt;88;231
BU05183396;'s-Gravenhage;Buurt;30;67
BU05183398;'s-Gravenhage;Buurt;90;184
BU05183399;'s-Gravenhage;Buurt;100;350
WK051834;'s-Gravenhage;Wijk;89;300
BU05183480;'s-Gravenhage;Buurt;5;2
BU05183488;'s-Gravenhage;Buurt;62;183
BU05183489;'s-Gravenhage;Buurt;22;115
WK051835;'s-Gravenhage;Wijk;;
BU05183536;'s-Gravenhage;Buurt;;
WK051836;'s-Gravenhage;Wijk;146;242
BU05183620;'s-Gravenhage;Buurt;18;32
BU05183637;'s-Gravenhage;Buurt;6;22
BU05183638;'s-Gravenhage;Buurt;9;15
BU05183639;'s-Gravenhage;Buurt;113;173
WK051837;'s-Gravenhage;Wijk;14;103
BU05183721;'s-Gravenhage;Buurt;14;103
WK051838;'s-Gravenhage;Wijk;179;601
BU05183819;'s-Gravenhage;Buurt;;
BU05183822;'s-Gravenhage;Buurt;20;187
BU05183823;'s-Gravenhage;Buurt;33;151
BU05183824;'s-Gravenhage;Buurt;29;69
BU05183825;'s-Gravenhage;Buurt;86;126
BU05183826;'s-Gravenhage;Buurt;;
WK051839;'s-Gravenhage;Wijk;19;132
BU05183960;'s-Gravenhage;Buurt;19;132
WK051840;'s-Gravenhage;Wijk;1279;2259
BU05184001;'s-Gravenhage;Buurt;138;366
BU05184002;'s-Gravenhage;Buurt;258;802
BU05184003;'s-Gravenhage;Buurt;155;455
BU05184004;'s-Gravenhage;Buurt;285;295
BU05184005;'s-Gravenhage;Buurt;443;341
WK051841;'s-Gravenhage;Wijk;31;150
BU05184106;'s-Gravenhage;Buurt;14;71
BU05184107;'s-Gravenhage;Buurt;;
BU05184110;'s-Gravenhage;Buurt;17;79
WK051842;'s-Gravenhage;Wijk;1654;4828
BU05184208;'s-Gravenhage;Buurt;97;342
BU05184209;'s-Gravenhage;Buurt;;
BU05184211;'s-Gravenhage;Buurt;27;104
BU05184212;'s-Gravenhage;Buurt;356;970
BU05184213;'s-Gravenhage;Buurt;262;763
BU05184214;'s-Gravenhage;Buurt;381;999
BU05184215;'s-Gravenhage;Buurt;531;1650
WK051843;'s-Gravenhage;Wijk;12;29
BU05184316;'s-Gravenhage;Buurt;5;21
BU05184317;'s-Gravenhage;Buurt;7;8
WK051844;'s-Gravenhage;Wijk;770;2400
BU05184418;'s-Gravenhage;Buurt;199;560
BU05184419;'s-Gravenhage;Buurt;157;455
BU05184420;'s-Gravenhage;Buurt;330;1094
BU05184421;'s-Gravenhage;Buurt;84;292
GM0014;Groningen;Gemeente;13157;38570
WK001400;Groningen;Wijk;297;1108
BU00140000;Groningen;Buurt;63;158
BU00140001;Groningen;Buurt;58;226
BU00140002;Groningen;Buurt;49;138
BU00140003;Groningen;Buurt;;
BU00140004;Groningen;Buurt;;
BU00140005;Groningen;Buurt;110;467
BU00140007;Groningen;Buurt;;
BU00140008;Groningen;Buurt;;
WK001401;Groningen;Wijk;404;989
BU00140100;Groningen;Buurt;86;177
BU00140101;Groningen;Buurt;118;275
BU00140102;Groningen;Buurt;39;114
BU00140103;Groningen;Buurt;71;210
BU00140104;Groningen;Buurt;23;54
BU00140105;Groningen;Buurt;26;53
BU00140106;Groningen;Buurt;20;46
BU00140107;Groningen;Buurt;21;60
BU00140108;Groningen;Buurt;;
BU00140109;Groningen;Buurt;;
WK001402;Groningen;Wijk;775;1540
BU00140200;Groningen;Buurt;114;259
BU00140201;Groningen;Buurt;171;451
BU00140202;Groningen;Buurt;185;516
BU00140203;Groningen;Buurt;305;314
WK001403;Groningen;Wijk;391;886
BU00140300;Groningen;Buurt;60;123
BU00140301;Groningen;Buurt;140;332
BU00140302;Groningen;Buurt;191;431
WK001404;Groningen;Wijk;867;1328
BU00140400;Groningen;Buurt;70;260
BU00140401;Groningen;Buurt;250;463
BU00140402;Groningen;Buurt;452;390
BU00140403;Groningen;Buurt;72;170
BU00140404;Groningen;Buurt;23;46
WK001405;Groningen;Wijk;170;740
BU00140500;Groningen;Buurt;79;236
BU00140501;Groningen;Buurt;44;286
BU00140502;Groningen;Buurt;;
BU00140503;Groningen;Buurt;37;133
BU00140504;Groningen;Buurt;3;16
BU00140505;Groningen;Buurt;;
BU00140506;Groningen;Buurt;;
BU00140507;Groningen;Buurt;;
BU00140508;Groningen;Buurt;;
BU00140509;Groningen;Buurt;;
BU00140510;Groningen;Buurt;3;20
BU00140511;Groningen;Buurt;;
WK001406;Groningen;Wijk;1060;2686
BU00140600;Groningen;Buurt;22;61
BU00140601;Groningen;Buurt;142;452
BU00140602;Groningen;Buurt;58;226
BU00140603;Groningen;Buurt;72;360
BU00140604;Groningen;Buurt;130;383
BU00140605;Groningen;Buurt;347;369
BU00140606;Groningen;Buurt;289;833
WK001407;Groningen;Wijk;531;1790
BU00140700;Groningen;Buurt;124;367
BU00140701;Groningen;Buurt;174;496
BU00140702;Groningen;Buurt;;
BU00140703;Groningen;Buurt;;
BU00140704;Groningen;Buurt;152;585
BU00140705;Groningen;Buurt;;
WK001408;Groningen;Wijk;710;2511
BU00140800;Groningen;Buurt;67;230
BU00140801;Groningen;Buurt;148;462
BU00140802;Groningen;Buurt;;
BU00140803;Groningen;Buurt;3;10
BU00140804;Groningen;Buurt;3;13
BU00140805;Groningen;Buurt;6;23
BU00140806;Groningen;Buurt;290;1058
BU00140807;Groningen;Buurt;;
BU00140808;Groningen;Buurt;;
BU00140809;Groningen;Buurt;6;13
BU00140810;Groningen;Buurt;187;703
BU00140811;Groningen;Buurt;;
BU00140812;Groningen;Buurt;;
WK001409;Groningen;Wijk;1048;3299
BU00140900;Groningen;Buurt;109;310
BU00140901;Groningen;Buurt;246;537
BU00140902;Groningen;Buurt;6;12
