Code;Municipality;RegionType;Installations;Power
BU04060308;Huizen;Buurt;7;37
BU04060327;Huizen;Buurt;;
BU04060328;Huizen;Buurt;;
BU04060329;Huizen;Buurt;;
BU04060330;Huizen;Buurt;4;18
WK040604;Huizen;Wijk;127;515
BU04060409;Huizen;Buurt;31;115
BU04060410;Huizen;Buurt;96;400
WK040605;Huizen;Wijk;74;232
BU04060511;Huizen;Buurt;8;22
BU04060512;Huizen;Buurt;;
BU04060513;Huizen;Buurt;66;210
WK040606;Huizen;Wijk;207;588
BU04060614;Huizen;Buurt;179;497
BU04060615;Huizen;Buurt;28;91
WK040607;Huizen;Wijk;323;811
BU04060716;Huizen;Buurt;323;811
WK040608;Huizen;Wijk;651;1669
BU04060817;Huizen;Buurt;421;1041
BU04060818;Huizen;Buurt;230;629
WK040609;Huizen;Wijk;243;561
BU04060919;Huizen;Buurt;243;561
WK040610;Huizen;Wijk;218;524
BU04061020;Huizen;Buurt;163;356
BU04061021;Huizen;Buurt;55;168
WK040611;Huizen;Wijk;525;1422
BU04061123;Huizen;Buurt;285;800
BU04061124;Huizen;Buurt;43;185
BU04061125;Huizen;Buurt;197;437
WK040612;Huizen;Wijk;123;446
BU04061226;Huizen;Buurt;111;406
BU04061231;Huizen;Buurt;12;39
GM0677;Hulst;Gemeente;3382;10056
WK067701;Hulst;Wijk;1745;4808
BU06770101;Hulst;Buurt;130;244
BU06770102;Hulst;Buurt;311;715
BU06770103;Hulst;Buurt;392;888
BU06770104;Hulst;Buurt;380;1067
BU06770105;Hulst;Buurt;108;348
BU06770106;Hulst;Buurt;61;239
BU06770107;Hulst;Buurt;138;443
BU06770108;Hulst;Buurt;169;469
BU06770109;Hulst;Buurt;9;79
BU06770110;Hulst;Buurt;6;63
BU06770111;Hulst;Buurt;41;253
WK067702;Hulst;Wijk;317;935
BU06770201;Hulst;Buurt;184;480
BU06770202;Hulst;Buurt;102;333
BU06770203;Hulst;Buurt;;
BU06770204;Hulst;Buurt;;
WK067703;Hulst;Wijk;192;600
BU06770301;Hulst;Buurt;145;419
BU06770302;Hulst;Buurt;38;120
BU06770303;Hulst;Buurt;9;61
WK067704;Hulst;Wijk;80;292
BU06770401;Hulst;Buurt;52;179
BU06770402;Hulst;Buurt;11;41
BU06770403;Hulst;Buurt;17;72
WK067705;Hulst;Wijk;114;395
BU06770501;Hulst;Buurt;109;373
BU06770502;Hulst;Buurt;5;23
WK067706;Hulst;Wijk;72;294
BU06770601;Hulst;Buurt;61;211
BU06770602;Hulst;Buurt;11;83
WK067707;Hulst;Wijk;30;112
BU06770701;Hulst;Buurt;;
BU06770702;Hulst;Buurt;;
WK067708;Hulst;Wijk;395;1105
BU06770801;Hulst;Buurt;67;212
BU06770802;Hulst;Buurt;211;451
BU06770803;Hulst;Buurt;88;310
BU06770804;Hulst;Buurt;4;21
BU06770805;Hulst;Buurt;25;112
WK067709;Hulst;Wijk;74;244
BU06770901;Hulst;Buurt;60;186
BU06770902;Hulst;Buurt;14;57
WK067710;Hulst;Wijk;42;140
BU06771001;Hulst;Buurt;30;95
BU06771002;Hulst;Buurt;12;44
WK067711;Hulst;Wijk;177;548
BU06771101;Hulst;Buurt;44;109
BU06771102;Hulst;Buurt;118;355
BU06771103;Hulst;Buurt;15;84
WK067712;Hulst;Wijk;50;217
BU06771201;Hulst;Buurt;15;37
BU06771202;Hulst;Buurt;35;180
WK067713;Hulst;Wijk;35;172
BU06771301;Hulst;Buurt;17;81
BU06771302;Hulst;Buurt;18;91
WK067714;Hulst;Wijk;29;92
BU06771401;Hulst;Buurt;13;36
BU06771402;Hulst;Buurt;16;57
WK067715;Hulst;Wijk;30;102
BU06771501;Hulst;Buurt;12;39
BU06771502;Hulst;Buurt;;
BU06771503;Hulst;Buurt;18;63
GM0353;IJsselstein;Gemeente;1525;4892
WK035300;IJsselstein;Wijk;1525;4892
BU03530001;IJsselstein;Buurt;6;16
BU03530002;IJsselstein;Buurt;12;59
BU03530003;IJsselstein;Buurt;38;176
BU03530004;IJsselstein;Buurt;30;87
BU03530005;IJsselstein;Buurt;86;187
BU03530006;IJsselstein;Buurt;26;71
BU03530007;IJsselstein;Buurt;28;126
BU03530008;IJsselstein;Buurt;98;386
BU03530009;IJsselstein;Buurt;25;64
BU03530010;IJsselstein;Buurt;50;159
BU03530011;IJsselstein;Buurt;;
BU03530012;IJsselstein;Buurt;77;304
BU03530013;IJsselstein;Buurt;6;32
BU03530014;IJsselstein;Buurt;3;19
BU03530015;IJsselstein;Buurt;;
BU03530016;IJsselstein;Buurt;;
BU03530017;IJsselstein;Buurt;113;423
BU03530018;IJsselstein;Buurt;39;126
BU03530019;IJsselstein;Buurt;52;131
BU03530020;IJsselstein;Buurt;106;291
BU03530021;IJsselstein;Buurt;41;152
BU03530022;IJsselstein;Buurt;138;322
BU03530023;IJsselstein;Buurt;13;52
BU03530024;IJsselstein;Buurt;54;148
BU03530025;IJsselstein;Buurt;199;576
BU03530026;IJsselstein;Buurt;176;586
BU03530027;IJsselstein;Buurt;50;135
BU03530028;IJsselstein;Buurt;35;102
BU03530029;IJsselstein;Buurt;17;103
BU03530030;IJsselstein;Buurt;7;58
GM1884;Kaag en Braassem;Gemeente;2153;7683
WK188400;Kaag en Braassem;Wijk;1253;4428
BU18840000;Kaag en Braassem;Buurt;370;1390
BU18840001;Kaag en Braassem;Buurt;252;858
BU18840002;Kaag en Braassem;Buurt;443;1389
BU18840003;Kaag en Braassem;Buurt;87;283
BU18840004;Kaag en Braassem;Buurt;101;508
WK188401;Kaag en Braassem;Wijk;302;1171
BU18840101;Kaag en Braassem;Buurt;39;141
BU18840102;Kaag en Braassem;Buurt;167;616
BU18840104;Kaag en Braassem;Buurt;59;232
BU18840105;Kaag en Braassem;Buurt;20;94
BU18840107;Kaag en Braassem;Buurt;5;49
BU18840109;Kaag en Braassem;Buurt;12;40
WK188402;Kaag en Braassem;Wijk;279;975
BU18840200;Kaag en Braassem;Buurt;58;229
BU18840201;Kaag en Braassem;Buurt;4;12
BU18840202;Kaag en Braassem;Buurt;70;250
BU18840203;Kaag en Braassem;Buurt;95;283
BU18840207;Kaag en Braassem;Buurt;4;19
BU18840208;Kaag en Braassem;Buurt;32;115
BU18840209;Kaag en Braassem;Buurt;16;68
WK188403;Kaag en Braassem;Wijk;71;294
BU18840300;Kaag en Braassem;Buurt;;
BU18840309;Kaag en Braassem;Buurt;;
WK188404;Kaag en Braassem;Wijk;248;815
BU18840400;Kaag en Braassem;Buurt;57;230
BU18840402;Kaag en Braassem;Buurt;;
BU18840404;Kaag en Braassem;Buurt;8;39
BU18840405;Kaag en Braassem;Buurt;72;203
BU18840407;Kaag en Braassem;Buurt;;
BU18840408;Kaag en Braassem;Buurt;104;310
BU18840409;Kaag en Braassem;Buurt;;
GM0166;Kampen;Gemeente;3567;11317
WK016600;Kampen;Wijk;2165;6534
BU01660000;Kampen;Buurt;38;100
BU01660001;Kampen;Buurt;156;429
BU01660002;Kampen;Buurt;;
BU01660003;Kampen;Buurt;140;349
BU01660004;Kampen;Buurt;88;230
BU01660005;Kampen;Buurt;188;419
BU01660006;Kampen;Buurt;22;161
BU01660007;Kampen;Buurt;115;414
BU01660008;Kampen;Buurt;445;1324
BU01660009;Kampen;Buurt;177;568
BU01660010;Kampen;Buurt;266;962
BU01660011;Kampen;Buurt;;
BU01660012;Kampen;Buurt;;
BU01660013;Kampen;Buurt;134;363
BU01660015;Kampen;Buurt;371;1131
BU01660016;Kampen;Buurt;5;21
BU01660017;Kampen;Buurt;3;15
BU01660018;Kampen;Buurt;8;31
BU01660019;Kampen;Buurt;;
WK016603;Kampen;Wijk;1122;3722
BU01660300;Kampen;Buurt;339;1047
BU01660301;Kampen;Buurt;322;1045
BU01660302;Kampen;Buurt;4;67
BU01660303;Kampen;Buurt;24;94
BU01660304;Kampen;Buurt;20;152
BU01660305;Kampen;Buurt;82;332
BU01660306;Kampen;Buurt;5;29
BU01660307;Kampen;Buurt;326;956
WK016604;Kampen;Wijk;42;159
BU01660400;Kampen;Buurt;35;119
BU01660401;Kampen;Buurt;7;40
WK016605;Kampen;Wijk;83;264
BU01660500;Kampen;Buurt;;
BU01660501;Kampen;Buurt;;
WK016606;Kampen;Wijk;55;211
BU01660600;Kampen;Buurt;55;211
WK016607;Kampen;Wijk;51;243
BU01660700;Kampen;Buurt;51;243
WK016608;Kampen;Wijk;49;185
BU01660800;Kampen;Buurt;49;185
WK016609;Kampen;Wijk;;
BU01660900;Kampen;Buurt;;
GM0678;Kapelle;Gemeente;1451;4362
WK067800;Kapelle;Wijk;1056;3105
BU06780000;Kapelle;Buurt;1023;2941
BU06780009;Kapelle;Buurt;33;165
WK067801;Kapelle;Wijk;342;1073
BU06780100;Kapelle;Buurt;328;927
BU06780109;Kapelle;Buurt;14;147
WK067802;Kapelle;Wijk;53;183
BU06780200;Kapelle;Buurt;;
BU06780209;Kapelle;Buurt;;
GM0537;Katwijk;Gemeente;2640;7570
WK053701;Katwijk;Wijk;465;1327
BU05370101;Katwijk;Buurt;72;229
BU05370102;Katwijk;Buurt;93;266
BU05370103;Katwijk;Buurt;14;56
BU05370104;Katwijk;Buurt;134;286
BU05370105;Katwijk;Buurt;37;145
BU05370106;Katwijk;Buurt;115;345
WK053702;Katwijk;Wijk;;
BU05370201;Katwijk;Buurt;;
BU05370202;Katwijk;Buurt;;
WK053703;Katwijk;Wijk;443;1341
BU05370301;Katwijk;Buurt;113;355
BU05370302;Katwijk;Buurt;13;40
BU05370303;Katwijk;Buurt;123;325
BU05370304;Katwijk;Buurt;14;45
BU05370305;Katwijk;Buurt;80;268
BU05370306;Katwijk;Buurt;100;307
WK053705;Katwijk;Wijk;605;1611
BU05370501;Katwijk;Buurt;;
BU05370502;Katwijk;Buurt;69;238
BU05370503;Katwijk;Buurt;85;134
BU05370504;Katwijk;Buurt;13;59
BU05370505;Katwijk;Buurt;93;252
BU05370506;Katwijk;Buurt;15;119
BU05370507;Katwijk;Buurt;140;277
BU05370508;Katwijk;Buurt;5;12
BU05370509;Katwijk;Buurt;53;178
BU05370510;Katwijk;Buurt;132;343
WK053706;Katwijk;Wijk;;
BU05370601;Katwijk;Buurt;;
BU05370602;Katwijk;Buurt;;
BU05370604;Katwijk;Buurt;4;14
WK053707;Katwijk;Wijk;778;2367
BU05370700;Katwijk;Buurt;45;144
BU05370701;Katwijk;Buurt;148;470
BU05370702;Katwijk;Buurt;118;290
BU05370703;Katwijk;Buurt;52;155
BU05370704;Katwijk;Buurt;71;188
BU05370705;Katwijk;Buurt;81;253
BU05370706;Katwijk;Buurt;79;269
BU05370707;Katwijk;Buurt;42;137
BU05370708;Katwijk;Buurt;17;94
BU05370709;Katwijk;Buurt;125;366
WK053708;Katwijk;Wijk;341;896
BU05370800;Katwijk;Buurt;55;170
BU05370801;Katwijk;Buurt;79;222
BU05370802;Katwijk;Buurt;200;470
BU05370808;Katwijk;Buurt;3;14
BU05370809;Katwijk;Buurt;4;19
GM0928;Kerkrade;Gemeente;4437;14357
WK092800;Kerkrade;Wijk;1869;5767
BU09280000;Kerkrade;Buurt;281;964
BU09280001;Kerkrade;Buurt;518;1566
BU09280002;Kerkrade;Buurt;386;1344
BU09280003;Kerkrade;Buurt;481;1275
BU09280004;Kerkrade;Buurt;203;618
BU09280009;Kerkrade;Buurt;;
WK092801;Kerkrade;Wijk;1306;4267
BU09280100;Kerkrade;Buurt;312;1114
BU09280101;Kerkrade;Buurt;126;441
BU09280102;Kerkrade;Buurt;139;463
BU09280103;Kerkrade;Buurt;204;598
BU09280104;Kerkrade;Buurt;231;723
BU09280105;Kerkrade;Buurt;294;928
WK092802;Kerkrade;Wijk;1262;4323
BU09280200;Kerkrade;Buurt;133;521
BU09280201;Kerkrade;Buurt;299;898
BU09280202;Kerkrade;Buurt;124;475
BU09280203;Kerkrade;Buurt;268;1012
BU09280204;Kerkrade;Buurt;262;790
BU09280205;Kerkrade;Buurt;176;626
GM1598;Koggenland;Gemeente;1715;5928
WK159801;Koggenland;Wijk;442;1413
BU15980101;Koggenland;Buurt;8;40
BU15980102;Koggenland;Buurt;8;30
BU15980103;Koggenland;Buurt;32;91
BU15980104;Koggenland;Buurt;31;78
BU15980105;Koggenland;Buurt;17;55
BU15980106;Koggenland;Buurt;67;209
BU15980107;Koggenland;Buurt;39;127
BU15980108;Koggenland;Buurt;;
BU15980109;Koggenland;Buurt;79;299
BU15980110;Koggenland;Buurt;92;251
BU15980111;Koggenland;Buurt;58;198
BU15980112;Koggenland;Buurt;;
BU15980113;Koggenland;Buurt;;
WK159802;Koggenland;Wijk;136;498
BU15980201;Koggenland;Buurt;28;102
BU15980202;Koggenland;Buurt;81;270
BU15980203;Koggenland;Buurt;27;126
WK159803;Koggenland;Wijk;98;381
BU15980301;Koggenland;Buurt;12;46
BU15980302;Koggenland;Buurt;38;174
BU15980303;Koggenland;Buurt;48;161
WK159804;Koggenland;Wijk;45;190
BU15980401;Koggenland;Buurt;14;51
BU15980402;Koggenland;Buurt;22;99
BU15980403;Koggenland;Buurt;9;40
WK159805;Koggenland;Wijk;189;669
BU15980501;Koggenland;Buurt;33;142
BU15980502;Koggenland;Buurt;23;102
BU15980503;Koggenland;Buurt;19;71
BU15980504;Koggenland;Buurt;33;89
BU15980505;Koggenland;Buurt;58;196
BU15980506;Koggenland;Buurt;;
BU15980507;Koggenland;Buurt;;
WK159806;Koggenland;Wijk;261;920
BU15980601;Koggenland;Buurt;;
BU15980602;Koggenland;Buurt;22;136
BU15980603;Koggenland;Buurt;42;130
BU15980604;Koggenland;Buurt;38;143
BU15980605;Koggenland;Buurt;39;113
BU15980606;Koggenland;Buurt;45;138
BU15980607;Koggenland;Buurt;;
BU15980608;Koggenland;Buurt;42;120
BU15980609;Koggenland;Buurt;11;49
BU15980610;Koggenland;Buurt;7;41
WK159807;Koggenland;Wijk;236;735
BU15980701;Koggenland;Buurt;8;106
BU15980702;Koggenland;Buurt;58;97
BU15980703;Koggenland;Buurt;34;98
BU15980704;Koggenland;Buurt;16;60
BU15980705;Koggenland;Buurt;59;182
BU15980706;Koggenland;Buurt;33;104
BU15980707;Koggenland;Buurt;28;88
BU15980708;Koggenland;Buurt;;
BU15980709;Koggenland;Buurt;;
WK159808;Koggenland;Wijk;258;902
BU15980801;Koggenland;Buurt;10;41
BU15980802;Koggenland;Buurt;43;186
BU15980803;Koggenland;Buurt;69;248
BU15980804;Koggenland;Buurt;33;93
BU15980805;Koggenland;Buurt;56;157
BU15980806;Koggenland;Buurt;23;86
BU15980807;Koggenland;Buurt;;
BU15980808;Koggenland;Buurt;24;92
WK159809;Koggenland;Wijk;26;109
BU15980901;Koggenland;Buurt;9;30
BU15980902;Koggenland;Buurt;17;79
WK159810;Koggenland;Wijk;24;109
BU15981001;Koggenland;Buurt;11;64
BU15981002;Koggenland;Buurt;13;45
GM0542;Krimpen aan den IJssel;Gemeente;971;3381
WK054200;Krimpen aan den IJssel;Wijk;971;3381
BU05420000;Krimpen aan den IJssel;Buurt;73;238
BU05420001;Krimpen aan den IJssel;Buurt;166;751
BU05420002;Krimpen aan den IJssel;Buurt;194;628
BU05420003;Krimpen aan den IJssel;Buurt;156;551
BU05420004;Krimpen aan den IJssel;Buurt;308;954
BU05420005;Krimpen aan den IJssel;Buurt;74;259
GM1931;Krimpenerwaard;Gemeente;2316;7613
WK193100;Krimpenerwaard;Wijk;317;1075
BU19310000;Krimpenerwaard;Buurt;60;193
BU19310001;Krimpenerwaard;Buurt;14;50
BU19310002;Krimpenerwaard;Buurt;29;132
BU19310003;Krimpenerwaard;Buurt;10;36
BU19310004;Krimpenerwaard;Buurt;49;113
BU19310005;Krimpenerwaard;Buurt;26;121
BU19310006;Krimpenerwaard;Buurt;59;170
BU19310007;Krimpenerwaard;Buurt;9;17
BU19310008;Krimpenerwaard;Buurt;29;129
BU19310009;Krimpenerwaard;Buurt;26;84
BU19310010;Krimpenerwaard;Buurt;;
BU19310011;Krimpenerwaard;Buurt;;
WK193101;Krimpenerwaard;Wijk;218;679
BU19310100;Krimpenerwaard;Buurt;50;156
BU19310101;Krimpenerwaard;Buurt;37;106
BU19310102;Krimpenerwaard;Buurt;13;48
BU19310103;Krimpenerwaard;Buurt;13;41
BU19310104;Krimpenerwaard;Buurt;;
BU19310105;Krimpenerwaard;Buurt;61;182
BU19310106;Krimpenerwaard;Buurt;14;41
BU19310107;Krimpenerwaard;Buurt;;
BU19310108;Krimpenerwaard;Buurt;24;90
BU19310109;Krimpenerwaard;Buurt;;
WK193102;Krimpenerwaard;Wijk;238;798
BU19310200;Krimpenerwaard;Buurt;136;435
BU19310208;Krimpenerwaard;Buurt;87;291
BU19310209;Krimpenerwaard;Buurt;15;72
WK193103;Krimpenerwaard;Wijk;112;329
BU19310300;Krimpenerwaard;Buurt;112;329
WK193104;Krimpenerwaard;Wijk;222;832
BU19310400;Krimpenerwaard;Buurt;49;218
BU19310401;Krimpenerwaard;Buurt;5;12
BU19310402;Krimpenerwaard;Buurt;126;391
BU19310403;Krimpenerwaard;Buurt;26;148
BU19310404;Krimpenerwaard;Buurt;6;30
BU19310409;Krimpenerwaard;Buurt;10;33
WK193105;Krimpenerwaard;Wijk;75;317
BU19310500;Krimpenerwaard;Buurt;53;218
BU19310501;Krimpenerwaard;Buurt;6;40
BU19310502;Krimpenerwaard;Buurt;4;12
BU19310503;Krimpenerwaard;Buurt;7;24
BU19310504;Krimpenerwaard;Buurt;5;23
WK193106;Krimpenerwaard;Wijk;73;219
BU19310600;Krimpenerwaard;Buurt;73;219
WK193107;Krimpenerwaard;Wijk;88;336
BU19310700;Krimpenerwaard;Buurt;75;269
BU19310701;Krimpenerwaard;Buurt;13;67
WK193108;Krimpenerwaard;Wijk;167;527
BU19310800;Krimpenerwaard;Buurt;24;82
BU19310801;Krimpenerwaard;Buurt;7;16
BU19310802;Krimpenerwaard;Buurt;;
BU19310803;Krimpenerwaard;Buurt;3;16
BU19310804;Krimpenerwaard;Buurt;;
BU19310805;Krimpenerwaard;Buurt;15;53
BU19310806;Krimpenerwaard;Buurt;9;26
BU19310807;Krimpenerwaard;Buurt;38;114
BU19310808;Krimpenerwaard;Buurt;13;56
BU19310809;Krimpenerwaard;Buurt;3;11
BU19310810;Krimpenerwaard;Buurt;49;136
WK193110;Krimpenerwaard;Wijk;261;940
BU19311000;Krimpenerwaard;Buurt;164;502
BU19311001;Krimpenerwaard;Buurt;19;74
BU19311002;Krimpenerwaard;Buurt;18;84
BU19311003;Krimpenerwaard;Buurt;17;82
BU19311004;Krimpenerwaard;Buurt;3;11
BU19311005;Krimpenerwaard;Buurt;23;107
BU19311006;Krimpenerwaard;Buurt;6;33
BU19311007;Krimpenerwaard;Buurt;6;25
BU19311008;Krimpenerwaard;Buurt;5;21
WK193111;Krimpenerwaard;Wijk;27;89
BU19311100;Krimpenerwaard;Buurt;23;72
BU19311101;Krimpenerwaard;Buurt;4;17
WK193112;Krimpenerwaard;Wijk;518;1471
BU19311200;Krimpenerwaard;Buurt;72;211
BU19311201;Krimpenerwaard;Buurt;70;185
BU19311202;Krimpenerwaard;Buurt;157;435
BU19311203;Krimpenerwaard;Buurt;4;19
BU19311204;Krimpenerwaard;Buurt;199;538
BU19311205;Krimpenerwaard;Buurt;16;82
GM1659;Laarbeek;Gemeente;1487;6261
WK165900;Laarbeek;Wijk;695;2724
BU16590000;Laarbeek;Buurt;373;1352
BU16590001;Laarbeek;Buurt;231;819
BU16590002;Laarbeek;Buurt;;
BU16590003;Laarbeek;Buurt;;
BU16590009;Laarbeek;Buurt;76;393
WK165901;Laarbeek;Wijk;360;1514
BU16590100;Laarbeek;Buurt;333;1297
BU16590101;Laarbeek;Buurt;3;23
BU16590102;Laarbeek;Buurt;;
BU16590108;Laarbeek;Buurt;6;47
BU16590109;Laarbeek;Buurt;18;147
WK165902;Laarbeek;Wijk;301;1327
BU16590200;Laarbeek;Buurt;262;1040
BU16590201;Laarbeek;Buurt;;
BU16590209;Laarbeek;Buurt;39;288
WK165903;Laarbeek;Wijk;131;695
BU16590300;Laarbeek;Buurt;76;316
BU16590309;Laarbeek;Buurt;55;379
GM1685;Landerd;Gemeente;1114;4943
WK168500;Landerd;Wijk;543;2323
BU16850000;Landerd;Buurt;496;2053
BU16850007;Landerd;Buurt;23;128
BU16850008;Landerd;Buurt;24;142
BU16850009;Landerd;Buurt;;
WK168501;Landerd;Wijk;121;555
BU16850100;Landerd;Buurt;100;444
BU16850109;Landerd;Buurt;21;112
WK168502;Landerd;Wijk;444;2012
BU16850200;Landerd;Buurt;346;1401
BU16850201;Landerd;Buurt;13;71
BU16850202;Landerd;Buurt;36;241
BU16850207;Landerd;Buurt;17;98
BU16850208;Landerd;Buurt;18;101
BU16850209;Landerd;Buurt;14;100
WK168509;Landerd;Wijk;6;53
BU16850909;Landerd;Buurt;6;53
GM0882;Landgraaf;Gemeente;3681;12901
WK088200;Landgraaf;Wijk;1541;5264
BU08820001;Landgraaf;Buurt;147;530
BU08820002;Landgraaf;Buurt;200;596
BU08820003;Landgraaf;Buurt;85;313
BU08820004;Landgraaf;Buurt;65;294
BU08820005;Landgraaf;Buurt;122;408
BU08820006;Landgraaf;Buurt;67;162
BU08820007;Landgraaf;Buurt;;
BU08820008;Landgraaf;Buurt;238;879
BU08820009;Landgraaf;Buurt;139;386
BU08820010;Landgraaf;Buurt;213;662
BU08820011;Landgraaf;Buurt;124;388
BU08820012;Landgraaf;Buurt;102;453
BU08820020;Landgraaf;Buurt;;
WK088201;Landgraaf;Wijk;937;3332
BU08820101;Landgraaf;Buurt;315;1091
BU08820102;Landgraaf;Buurt;308;1058
BU08820103;Landgraaf;Buurt;198;715
BU08820104;Landgraaf;Buurt;49;174
BU08820105;Landgraaf;Buurt;52;207
BU08820120;Landgraaf;Buurt;15;87
WK088202;Landgraaf;Wijk;1203;4305
BU08820201;Landgraaf;Buurt;146;559
BU08820202;Landgraaf;Buurt;221;906
BU08820203;Landgraaf;Buurt;168;543
BU08820204;Landgraaf;Buurt;296;943
BU08820205;Landgraaf;Buurt;214;775
BU08820206;Landgraaf;Buurt;81;312
BU08820207;Landgraaf;Buurt;77;266
BU08820220;Landgraaf;Buurt;;
GM0415;Landsmeer;Gemeente;735;3100
WK041500;Landsmeer;Wijk;663;2704
BU04150000;Landsmeer;Buurt;124;501
BU04150001;Landsmeer;Buurt;214;1265
BU04150002;Landsmeer;Buurt;86;241
BU04150003;Landsmeer;Buurt;228;644
BU04150009;Landsmeer;Buurt;11;52
WK041501;Landsmeer;Wijk;72;396
BU04150101;Landsmeer;Buurt;18;66
BU04150102;Landsmeer;Buurt;54;329
GM0416;Langedijk;Gemeente;2711;7796
WK041600;Langedijk;Wijk;2711;7796
BU04160000;Langedijk;Buurt;292;953
BU04160001;Langedijk;Buurt;613;1441
BU04160002;Langedijk;Buurt;659;1943
BU04160003;Langedijk;Buurt;641;1797
BU04160004;Langedijk;Buurt;12;33
BU04160005;Langedijk;Buurt;477;1565
BU04160006;Langedijk;Buurt;17;64
GM1621;Lansingerland;Gemeente;4256;12248
WK162111;Lansingerland;Wijk;264;604
BU16211111;Lansingerland;Buurt;259;584
BU16211121;Lansingerland;Buurt;5;20
WK162112;Lansingerland;Wijk;482;1398
BU16211211;Lansingerland;Buurt;181;440
BU16211221;Lansingerland;Buurt;219;729
BU16211231;Lansingerland;Buurt;82;228
WK162113;Lansingerland;Wijk;333;926
BU16211311;Lansingerland;Buurt;172;368
BU16211321;Lansingerland;Buurt;114;347
BU16211331;Lansingerland;Buurt;47;211
WK162114;Lansingerland;Wijk;9;49
BU16211411;Lansingerland;Buurt;9;49
WK162115;Lansingerland;Wijk;75;301
BU16211514;Lansingerland;Buurt;36;122
BU16211522;Lansingerland;Buurt;7;53
BU16211531;Lansingerland;Buurt;18;53
BU16211543;Lansingerland;Buurt;9;45
BU16211552;Lansingerland;Buurt;5;27
WK162121;Lansingerland;Wijk;334;822
BU16212111;Lansingerland;Buurt;97;229
BU16212121;Lansingerland;Buurt;65;226
BU16212131;Lansingerland;Buurt;172;367
BU16212144;Lansingerland;Buurt;;
WK162122;Lansingerland;Wijk;293;829
BU16212211;Lansingerland;Buurt;41;86
BU16212221;Lansingerland;Buurt;56;181
BU16212231;Lansingerland;Buurt;139;411
BU16212241;Lansingerland;Buurt;57;151
BU16212254;Lansingerland;Buurt;;
WK162123;Lansingerland;Wijk;412;1218
BU16212311;Lansingerland;Buurt;107;360
BU16212321;Lansingerland;Buurt;152;367
BU16212331;Lansingerland;Buurt;153;491
WK162124;Lansingerland;Wijk;100;459
BU16212412;Lansingerland;Buurt;100;459
WK162125;Lansingerland;Wijk;361;949
BU16212511;Lansingerland;Buurt;27;82
BU16212521;Lansingerland;Buurt;91;263
BU16212531;Lansingerland;Buurt;137;306
BU16212541;Lansingerland;Buurt;106;298
WK162126;Lansingerland;Wijk;130;425
BU16212611;Lansingerland;Buurt;116;374
BU16212621;Lansingerland;Buurt;14;51
BU16212633;Lansingerland;Buurt;;
BU16212644;Lansingerland;Buurt;;
WK162127;Lansingerland;Wijk;390;1019
BU16212711;Lansingerland;Buurt;68;196
BU16212721;Lansingerland;Buurt;171;430
BU16212731;Lansingerland;Buurt;113;304
BU16212741;Lansingerland;Buurt;38;90
WK162128;Lansingerland;Wijk;142;675
BU16212814;Lansingerland;Buurt;83;311
BU16212823;Lansingerland;Buurt;;
BU16212833;Lansingerland;Buurt;;
BU16212843;Lansingerland;Buurt;;
BU16212851;Lansingerland;Buurt;;
BU16212864;Lansingerland;Buurt;;
WK162131;Lansingerland;Wijk;396;1042
BU16213111;Lansingerland;Buurt;69;197
BU16213121;Lansingerland;Buurt;103;260
BU16213133;Lansingerland;Buurt;14;62
BU16213141;Lansingerland;Buurt;206;510
BU16213162;Lansingerland;Buurt;4;13
WK162132;Lansingerland;Wijk;470;1212
BU16213211;Lansingerland;Buurt;39;118
BU16213221;Lansingerland;Buurt;132;343
BU16213231;Lansingerland;Buurt;173;391
BU16213242;Lansingerland;Buurt;;
BU16213251;Lansingerland;Buurt;70;156
BU16213261;Lansingerland;Buurt;56;204
WK162133;Lansingerland;Wijk;65;321
BU16213312;Lansingerland;Buurt;42;206
BU16213323;Lansingerland;Buurt;11;57
BU16213334;Lansingerland;Buurt;;
BU16213344;Lansingerland;Buurt;;
BU16213353;Lansingerland;Buurt;;
GM0417;Laren;Gemeente;191;738
WK041703;Laren;Wijk;191;738
BU04170320;Laren;Buurt;28;106
BU04170321;Laren;Buurt;;
BU04170322;Laren;Buurt;11;35
BU04170323;Laren;Buurt;22;105
BU04170324;Laren;Buurt;6;46
BU04170325;Laren;Buurt;6;31
BU04170326;Laren;Buurt;4;25
BU04170327;Laren;Buurt;15;91
BU04170328;Laren;Buurt;93;280
BU04170329;Laren;Buurt;6;19
GM0080;Leeuwarden;Gemeente;9538;30663
WK008010;Leeuwarden;Wijk;56;204
BU00801001;Leeuwarden;Buurt;11;45
BU00801002;Leeuwarden;Buurt;;
BU00801003;Leeuwarden;Buurt;12;47
BU00801004;Leeuwarden;Buurt;28;86
BU00801005;Leeuwarden;Buurt;;
BU00801006;Leeuwarden;Buurt;;
BU00801007;Leeuwarden;Buurt;;
BU00801008;Leeuwarden;Buurt;;
WK008011;Leeuwarden;Wijk;718;1998
BU00801101;Leeuwarden;Buurt;5;19
BU00801102;Leeuwarden;Buurt;55;179
BU00801103;Leeuwarden;Buurt;251;590
BU00801104;Leeuwarden;Buurt;155;265
BU00801105;Leeuwarden;Buurt;128;557
BU00801106;Leeuwarden;Buurt;75;252
BU00801107;Leeuwarden;Buurt;;
BU00801108;Leeuwarden;Buurt;44;123
BU00801109;Leeuwarden;Buurt;;
WK008020;Leeuwarden;Wijk;606;1584
